onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	24	2	12	240	24
14	2	0	0	1	1	1	288	1
18	2	0	0	19	2	8	144	15
26	2	0	0	21	2	10	192	19
34	2	0	0	22	2	10	192	20
38	2	0	0	9	2	9	168	17
42	2	0	0	7	2	7	120	13
46	2	0	0	8	2	7	120	14
50	2	0	0	14	1	2	312	4
54	2	0	0	23	2	12	240	23
58	2	0	0	20	2	8	144	16
62	2	0	0	16	1	4	360	8
66	2	0	0	6	1	5	24	10
74	2	0	0	3	1	3	336	5
78	2	0	0	15	1	4	360	7
82	2	0	0	5	1	5	24	9
86	2	0	0	10	2	9	168	18
94	2	0	0	2	1	1	288	2
102	2	0	0	18	1	6	48	12
106	2	0	0	17	1	6	48	11
114	2	0	0	4	1	3	336	6
118	2	0	0	12	2	11	216	22
122	2	0	0	13	1	2	312	3
126	2	0	0	11	2	11	216	21
130	2	0	0	2	1	1	288	2
134	2	0	0	1	1	1	288	1
138	2	0	0	11	2	11	216	21
142	2	0	0	24	2	12	240	24
146	2	0	0	20	2	8	144	16
154	2	0	0	3	1	3	336	5
162	2	0	0	13	1	2	312	3
166	2	0	0	19	2	8	144	15
170	2	0	0	5	1	5	24	9
174	2	0	0	4	1	3	336	6
178	2	0	0	12	2	11	216	22
186	2	0	0	9	2	9	168	17
190	2	0	0	23	2	12	240	23
194	2	0	0	8	2	7	120	14
198	2	0	0	21	2	10	192	19
202	2	0	0	15	1	4	360	7
206	2	0	0	6	1	5	24	10
210	2	0	0	18	1	6	48	12
218	2	0	0	17	1	6	48	11
226	2	0	0	14	1	2	312	4
234	2	0	0	16	1	4	360	8
238	2	0	0	22	2	10	192	20
242	2	0	0	10	2	9	168	18
246	2	0	0	7	2	7	120	13
